동호회명,시도명,시군구명,종목명,부종목명,장애유형명,운영시간내용,동호회 소개내용
체어맨,경상남도,경상남도 창원시,배드민턴,,지체(척수 및 절단 및 기타)장애,"매주 월, 목, 금 18시~20","창원시휠체어배드민턴동호회체어맨은 경남의 장애인동호인의 친목 다짐과 화합, 생활 체육대회 등으로   경남장애인배드민턴의 활성화 및 저변을 확대하여 신규 생활 체육인을 발굴하고 확대를 목표로 한다."
브릿지스클,경상남도,경상남도 거제시,배드민턴,,발달(지적/자폐)장애,매주 첫 째주 토요일 14:00~16:00,발달장애인의 주말 여가활동을 통하여 건강증진및 직장생활 유지및 자립생활을 지원하고자 자조모임이 결정함.  브릿지 스툴 동아리명을 통하여 결속력을 지원함.
(도비)콕콕배드민턴클럽,충청남도,충청남도 당진시,배드민턴,,기타장애,매주 수요일 19시~21시,
울산TOP보치아,울산광역시,울산광역시 북구,보치아,,기타장애,매주 수요일 오후 2시,중증장애인 스포츠중 활성화가 되어있는 보치아를 통하여 사회활동과 유대관계를 성형함으로 삶에 대한 긍정적으로 지향할 수 있도록 침목도모를 목적으로 만들었습니다.
포천어울림보치아클럽,경기도,경기도 포천시,보치아,,뇌병변장애,"매주 월,수 오후 2시~4시","장애, 비장애 구분없이 어울려가면서 체육활동 즐기는 클럽입니다."
마포치아,서울특별시,서울특별시 마포구,보치아,,지체(척수 및 절단 및 기타)장애,매주 금 오후 4시~6시,
글로벌보치아클럽,서울특별시,서울특별시 동작구,보치아,,뇌병변장애,매주 화 오후2시,
나눔 보치아클럽,광주광역시,광주광역시 광산구,보치아,,뇌병변장애,"매주 월, 13시30분",발달장애 및 뇌병변 장애인들과 함께 지원자들이 어울려 운영하고 있는 클럽 입니다.
허니보치아클럽,서울특별시,서울특별시 강서구,보치아,,뇌병변장애,"매주 월, 금 오후 1시 30분",
다모아보치아,경상남도,경상남도 거제시,보치아,,뇌병변장애,매주 수 오후 14시,중증 장애인들의 자조 생활 체육을 통한 사회통합을 실현하고자 구성한 클럽입니다.
(시비)서산시지체장애인보치아클럽,충청남도,충청남도 서산시,보치아,,지체(척수 및 절단 및 기타)장애,매주 금요일 10시,
2023위풍당당 보치아 클럽,대구광역시,대구광역시 달서구,보치아,,뇌병변장애,"매주 화,목 오후 2시 ~ 4시","안녕하세요 저희는 지체 및 뇌병변 장애인 등을 대상으로 보치아를 진행하고 있습니다. 생활체육을 통해 건전한 여가생활을 도모함과 동시에 평소 쓰지 않는 근육들을 사용하여 중증장애인들의 건강증진도 함께 하고 있습니다, 많은 관심과 참여 부탁드리겠습니다."
(도비)태안군보치아클럽,충청남도,충청남도 태안군,보치아,,뇌병변장애,매주 목요일 18:30,
안양시보치아클럽,경기도,경기도 안양시동안구,보치아,,뇌병변장애,매주 수요일 오후 12시,
어울빛2,부산광역시,부산광역시 사하구,보치아,,뇌병변장애,수 오후2시,중증장애인의 체력향상과 정신적 힐링을 위하여
(도비) 2023 증평보치아클럽,충청북도,충청북도 증평군,보치아,,뇌병변장애,"매주 금, 오후 14시50분~15시50분",
보치아은볼클럽,전라남도,전라남도 순천시,보치아,,뇌병변장애,14:00~15:00,
(시비)보치아를사랑하는모임,충청남도,충청남도 천안시,보치아,,지체(척수 및 절단 및 기타)장애,화/목/토 14:00~17:00,
마포 가온의 아이들 (보치아),서울특별시,서울특별시 마포구,보치아,,지체(척수 및 절단 및 기타)장애,매주 화 오후 2시,
창녕슈퍼볼,경상남도,경상남도 창녕군,보치아,,발달(지적/자폐)장애,매주 수요일 오후 2시 30분,창녕장애인체육의 선두주자 “창녕슈퍼볼” 보치아클럽
한마음보치아동호회,경상남도,경상남도 진주시,보치아,,지체(척수 및 절단 및 기타)장애,"매주 월,수 오후  13tl  검색",
시흥퍼팩트,경기도,경기도 시흥시,보치아,,뇌병변장애,매주 월.수 금 오후 1시~4시,시흥시 보치아는 장애인과 비장애인이 함께 보치아를 하는 클럽입니다...
울산보치아돌핀스,울산광역시,울산광역시 중구,보치아,,뇌병변장애,"매주 월,화  오후 2시-3시",
밀알보치아클럽,경기도,경기도 광주시,보치아,,기타장애,매주 토요일 오전 10시,"2013년에 결성해서 10년을 하루같이 보치아를 해온 장애인보치아클럽입니다.  뇌병변, 지적, 지체등 장애종류 구분없이 모든 장애인이 참여 할수 있습니다."
우진보치아클럽,서울특별시,서울특별시 마포구,보치아,,뇌병변장애,매주 화 오후 3시 30,
보굴보굴,서울특별시,서울특별시 은평구,보치아,,발달(지적/자폐)장애,"매주 화, 금 오전 10시",은평장애인자립생활센터 보치아 자조모임 보굴보굴 입니다.
2023 전북장애인생활체육 완주군 보치아 혜산 클럽,전라북도,전라북도 완주군,보치아,,지체(척수 및 절단 및 기타)장애,매주 금 / 오후 2시,
굴려굴려,서울특별시,서울특별시 성동구,보치아,기타,뇌병변장애,"매주 화,금 오후2시~5시",성동장애인자립생활센터에서 장애인체육활동을 하고 있는 보치아팀 굴려굴려입니다.
세상밖으로,경기도,경기도 오산시,보치아,,뇌병변장애,"월10시, 금 14시",
한우리보치아,경상남도,경상남도 양산시,보치아,,뇌병변장애,"매주 화,목 오후 2시",한우리 보치아 사업목적    ? 보치아를 장애인들에게 널리 알리고 보급하여 보치아를 활성화    ? 우수선수를 발굴하고 양성하여 국위선양에 기여    ? 장애인들의 자존감과 사회성을 향상    ? 보치아 경기지도자 및 공인심판원 양성
통영히어로보치아,경상남도,경상남도 통영시,보치아,,뇌병변장애,"매주 화, 오전10시반",사회적 관계망이 부족한 장애인이 스스로 만들어가는 동아리 활동에 참여함에 따라 긍정적 사회참여 태도를 갖게합니다.  보치아교실을 1년 이상 참여한 통영시 거주 뇌병변장애당사자로 구성된 통영시장애인종합복지관 동아리모임입니다.
마포구장애인보치아클럽,서울특별시,서울특별시 마포구,보치아,,뇌병변장애,매주 월 오후 1시,
휠 플라이,서울특별시,서울특별시 강북구,보치아,,뇌병변장애,매주 목 2시 ~ 5시,"저희 휠 플라이는 뇌병변 장애인들의 주축으로 지체, 지적, 비장애인들이 모여 모두 다 함께 연습하는 보치아 모임입니다.  매주 목요일 2시 ~ 5시까지 연습을 하고 있으면 보치아 대회가 열리는 대회마다 출전하여 매년 우수한 성적을 거두었고 5명의 회원에서 이제는 10명이 넘는 회원들이 있습니다."
목포보치아목련회,전라남도,전라남도 목포시,보치아,,뇌병변장애,매주 월.수 오후1시,"뇌병변장애인과 지체장애인, 비장애인이 함께 어울려 보치아를 통해 친목도 도모하고 체력향상에 힘쓰고 있습니다."
풀잎보치아,경상남도,경상남도 창원시성산구,보치아,,뇌병변장애,"매주 월, 목 18:00~19:30","매주 월, 목 2회 모임을 가지고 있으며 전국장애인학생체육대회에서 좋은 성적을 거두고 있으며 전국장애인체육대회에도 출전하고 있습니다."
(도비)청양보치아클럽,충청남도,충청남도 청양군,보치아,,지체(척수 및 절단 및 기타)장애,"매주 수, 오전 10시",
삼색공의열정,서울특별시,서울특별시 노원구,보치아,,뇌병변장애,"매주 금, 14:00~17:00",장애인과 비장애인이 어울려 활동하는 클럽입니다.
2023 전북장애인생활체육 보치아클럽(부안군),전라북도,전라북도 부안군,보치아,,기타장애,"매주 수,목 14시 ~ 16시",
희망샘보치아클럽,부산광역시,부산광역시 동구,보치아,,지체(척수 및 절단 및 기타)장애,월화 오후12시30분,보치아로 통해 중증장애인의 생활체육보급 및 복진증진에 앞장서고 보치아클럽의 생활체육활성화와 장애인 스포츠발전도모를 위한 클럽
거제보치아,경상남도,경상남도 거제시,보치아,,뇌병변장애,매주 월 오후 3시,거제보치아는 뇌병변장애인으로 구성된 클럽으로 보치아를 처음 접해보거나 하고 싶은 분들은 누구나 함께 할 수 있습니다.
노원프리닉스,서울특별시,서울특별시 노원구,보치아,,지체(척수 및 절단 및 기타)장애,매주 목 오후 2시,생활속에 보치아..를 꿈꾸고 있는 클럽입니다.. 누구나 할 수 있고 참여하여 잼있고 몸과 마음이 행복하게 생활속에 보치아를 즐기는 클럽입니다..
부산오륙도보치아클럽,부산광역시,부산광역시 부산진구,보치아,,뇌병변장애,"매주 토, 오후 13~17시",우리오륙도보치아클럽은 2017년 회원모집을 합니다. 저희클럽을 먼저 소개하겠습니다. 우리클럽은 2000년도에 설립하여 올해 딱 23년 되는 클럽입니다. 22년 동안 우수한 보치아 성적 및 부산클럽들 주최로 개최되는 클럽리그전 우승 6연패를 하였으며 올해도 우승을 위하여 열심히 훈련에 매진하고 있습니다. 관심 있으신 분은 저희 클럽에 가입주세요^^
허리케인,서울특별시,서울특별시 강서구,보치아,,뇌병변장애,매주 화 오후 2시,안녕하세요 강서구장애인보치아연맹 허리케인 클럽입니다.  매주 화요일 오후2시부터 4시까지 지역중증장애인의 건강증진과 여가생활 도모하기 위해 열심히 보치아 훈련을 하고 있습니다.  관심 있으신분은 클럽대표자에게 전화주시기 바랍니다. 감사합니다.
영파워,서울특별시,서울특별시 영등포구,보치아,,뇌병변장애,"매주 월,금 10~12시",
(도비)놀뫼보치아클럽,충청남도,충청남도 논산시,보치아,,지체(척수 및 절단 및 기타)장애,매주 수 10시~12시,
희망지기,서울특별시,서울특별시 강동구,보치아,,지체(척수 및 절단 및 기타)장애,매주 목 10시,강동장애인자립생활센터 보치아클럽
(기금)금산군 보치아 어울림 동호회,충청남도,충청남도 금산군,보치아,,지체(척수 및 절단 및 기타)장애,금 13:30~,
2023 전북장애인생활체육 보치아크클럽,전라북도,전라북도 고창군,보치아,,기타장애,매주 토 10:00~11:00,
화성희망나래,경기도,경기도 화성시,보치아,,뇌병변장애,매주수요일오전10시,"장애인,비장애인  함께어울려 재활 ,운동 하는 클럽"
경남부치소,경상남도,경상남도 창원시,보치아,휠체어육상,뇌병변장애,"매주 화, 목 13시~15시",
부산하모니,부산광역시,부산광역시 북구,보치아,,뇌병변장애,매주 토 오후 13시,22년 된 전통을 자랑하는 보치아클럽으로 보치아를 통하여 운동도 하고 친목을 다지는 식구들처럼 지내는 편안한 클럽입니다.
동백원 보치아 클럽,전라남도,전라남도 여수시,보치아,,뇌병변장애,매주 화 10:00,
(도비)다함께보치아클럽,충청남도,충청남도 서천군,보치아,,지체(척수 및 절단 및 기타)장애,"매주 화,목 오전10시",#NAME?
(기금)2023년 예산사랑 보치아 클럽,충청남도,충청남도 예산군,보치아,,뇌병변장애,매수 수요일 오후1시,안녕하세요.  예산사랑 보치아 클럽 입니다.   지체및 뇌병변장애 분들이 집중적으로 재미있게 할수있습니다.  관심있으시면 언제나 찾아주세요.   매주 수요일 오후 1시~3시까지 예산군장애인복지관 체육관에서 운동합니다.
부산뇌병변복지관,부산광역시,부산광역시 북구,보치아,,뇌병변장애,"매주 목요일 14:00~15:30, 15:30~17:0",부산뇌병변복지관 보치아프로그램
너도던져 나도던져,인천광역시,인천광역시 서구,보치아,,지체(척수 및 절단 및 기타)장애,매주 월 오후2시,인천서구장애인자립생활센터의 보치아 클럽 입니다.
강서뇌성마비복지관,서울특별시,서울특별시 강서구,보치아,,뇌병변장애,"매주 월,수,금 10:00~11:50",
다모아,부산광역시,부산광역시 사상구,보치아,,지체(척수 및 절단 및 기타)장애,"매주 월,수 14:00",
파주시장애인보치아연맹,경기도,경기도 파주시,보치아,,지체(척수 및 절단 및 기타)장애,매주 목 오후 2시,
동작카오스보치아클럽,서울특별시,서울특별시 동작구,보치아,,뇌병변장애,매주 화 오후 2시,동작카오스늣 2003년 결성하연 만든 팅입니다 그동안 성적도 좋았습니다.
