종목명,부종목명,시도명,시군구명,프로그램명,장애유형명,운영시간,프로그램소개내용,모집시작일,모집종료일,운영시작일,운영종료일
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 배언진 지도자 뉴스포츠교실 10명(곰두리네집),발달(지적/자폐)장애,매주 월 10:30 ~ 11:30,곰두리네집 이용장애인 뉴스포츠교실,2023-01-02,2023-02-28,2023-03-20,2023-12-18
기타,헬스,경기도,경기도 의정부시,의정부시 배언진 지도자 웨이트트레이닝 교실 10명(장애인종합복지관),지체(척수 및 절단 및 기타)장애,매주 월 13:30 ~ 14:30,의정부장애인종합복지관 이용장애인 웨이트 트레이닝 교실,2023-01-02,2023-02-28,2023-05-08,2023-12-18
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 배언진 지도자 뉴스포츠교실 10명(꿈이있는땅),발달(지적/자폐)장애,매주 화 10:00 ~ 11:00,꿈이있는땅 이용장애인 뉴스포츠 교실,2023-01-02,2023-02-28,2023-03-21,2023-12-26
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 신명국 지도자 뉴스포츠교실 7명,발달(지적/자폐)장애,매주 화 14:30~15:20,부용중학교 특수학급 특수체육,2023-01-02,2023-04-01,2023-04-03,2023-12-26
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 배언진 지도자 뉴스포츠교실 6명(녹양중학교),발달(지적/자폐)장애,매주 화 14:20 ~ 15:10,녹양중학교 특수학급 뉴스포츠 교실,2023-01-02,2023-02-28,2023-03-28,2023-12-26
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 신명국 지도자 뉴스포츠교실 6명,기타장애,매주 수 10:30~11:30,세움주간활동센터1 ?아가는생활체육수업,2023-01-02,2023-04-01,2023-04-03,2023-12-27
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 배언진 지도자 뉴스포츠교실 6명(장암종합사회복지관),발달(지적/자폐)장애,매주 수 09:00 ~ 10:00,장암종합사회복지관 이용 장애인 스트레칭 및 뉴스포츠 교실,2023-01-02,2023-02-28,2023-04-05,2023-12-27
기타,뉴스포츠,경기도,경기도 양주시,양주시 유지민지도자 뉴스포츠교실 10명,발달(지적/자폐)장애,매주 월 14:00~15:00,주간보호시설 뉴스포츠교실,2023-01-01,2023-01-27,2023-02-06,2023-11-15
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 배언진 지도자 뉴스포츠교실 7명(부용고등학교),발달(지적/자폐)장애,매주 수 11:10 ~ 12:00,부용고등학교 특수학급 뉴스포츠 교실,2023-01-02,2023-02-28,2023-03-22,2023-12-27
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 신명국 지도자 뉴스포츠교실 6명,기타장애,매주 수 15:00~16:00,세운주간활동2 ?아가는생활체육교실,2023-01-02,2023-04-01,2023-04-03,2023-12-27
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 배언진 지도자 뉴스포츠교실 22명(바름터),발달(지적/자폐)장애,매주 수 13:00 ~ 14:00,바름터 이용장애인 뉴스포츠교실,2023-01-02,2023-02-28,2023-03-15,2023-12-27
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 신명국 지도자 뉴스포츠교실 9명,기타장애,매주 목 09:10~09:50,부용초등학교1 특수학급 특수체육,2023-01-02,2023-04-01,2023-04-03,2023-12-28
기타,특수체육,경기도,경기도 의정부시,의정부시 배언진 지도자 특수체육교실 8명(효자초등학교),발달(지적/자폐)장애,매주 목 09:00 ~ 9:40,의정부시 효자초등학교 특수학급 특수체육교실,2023-01-02,2023-02-28,2023-03-16,2023-12-28
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 신명국 지도자 뉴스포츠교실 9명,기타장애,매주 목 10:00~10:40,부용초등학교2 특수학급 특수체육,2023-01-02,2023-04-01,2023-04-03,2023-12-28
기타,특수체육,경기도,경기도 의정부시,의정부시 배언진 지도자 유아특수체육교실 3명(호암유치원),발달(지적/자폐)장애,매주 목 12:40 ~ 13:20,호암유치원 특수학급 유아특수체육교실,2023-01-02,2023-02-28,2023-03-16,2023-12-28
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 배언진 지도자 뉴스포츠교실 10명(발곡고등학교),발달(지적/자폐)장애,매주 목 14:00-14:50,발곡고등학교 특수학급 뉴스포츠교실,2023-01-02,2023-02-28,2023-03-23,2023-12-28
기타,스트레칭,경기도,경기도 광주시,광주시정영화지도자 오포보건소 스트레칭교실,지체(척수 및 절단 및 기타)장애,"월,목 10:30~11:30",,2023-02-15,2023-02-28,2023-03-01,2023-12-31
기타,,경기도,경기도 연천군,연천군 송정원 지도자 찾아가는 장애인 생활체육교실,지체(척수 및 절단 및 기타)장애,09:00 - 18:00,연천군 송정원 지도자의 찾아가는 생활체육교실은 지체 및 거동이 불편한 장애인들을 대상으로 맞춤형 1:1이나 1:2 수업을 진행합니다.  근력 및 스트레칭 훈련으로 재활의지를 높이고자 함.,2023-01-02,2023-12-29,2023-01-02,2023-12-29
기타,뉴스포츠,경기도,경기도 양주시,양주시 유지민지도자 뉴스포츠교실 5명,발달(지적/자폐)장애,매주 금 10:00~11:00,미리내공동체(기관) 뉴스포츠특수체육 교실,2023-01-01,2023-01-27,2023-02-17,2023-11-15
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 배언진 지도자 뉴스포츠교실 10명(밀알의집),발달(지적/자폐)장애,매주 금 10:00 ~ 11:00,밀알의집 이용장애인 뉴스포츠 교실,2023-01-02,2023-02-28,2023-03-24,2023-12-29
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 배언진 지도자 뉴스포츠교실 10명(농아인센터),청각장애,매주 금 13:00 ~ 14:00,북부농아노인복지센터 이용장애인 뉴스포츠 교실,2023-01-02,2023-02-28,2023-03-10,2023-12-29
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 신명국 지도자 뉴스포츠교실 5명,기타장애,매주 금 13:40~14:25,민락중학교1 특수학급 특수체육,2023-01-02,2023-04-01,2023-04-03,2023-12-29
기타,유아체육,경기도,경기도 양주시,양주시 장대근지도자 유아체육교실 22명,기타장애,매주 금 12:40~13:40,곰두리어린이집(기관) 유아체육교실(종일반),2023-01-01,2023-01-27,2023-03-10,2023-12-15
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 신명국 지도자 뉴스포츠교실 5명,기타장애,매주 금 14:35~15:20,민락중학교2 특수학급 특수체육,2023-01-02,2023-04-01,2023-04-03,2023-12-29
기타,뉴스포츠,경기도,경기도 양주시,양주시 유지민지도자 뉴스포츠교실 11명,기타장애,매주 화 13:30~14:30,행복한 주간보호센터 뉴스포츠교실,2023-01-01,2023-01-27,2023-02-07,2023-11-15
기타,뉴스포츠,경기도,경기도 화성시,화성시 이수정 지도자 뉴스포츠 교실 13명,발달(지적/자폐)장애,10:00~11:20,,2023-02-01,2023-12-18,2023-02-01,2023-12-18
기타,특수체육,경기도,경기도 고양시,고양시 최형구 지도자 특수체육 교실 10명 (햇빛촌),발달(지적/자폐)장애,매주 월요일 10:30~11:30,,2022-12-01,2022-12-31,2023-05-22,2023-08-07
기타,스트레칭,경기도,경기도 광주시,광주시 전지현 지도자 은혜동산 B 스트레칭교실(11명),기타장애,매주 목 10:45-11:30,,2022-12-01,2023-12-30,2023-03-01,2023-12-30
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 신명국 지도자 뉴스포츠교실 10명,기타장애,매주 월14:35~15:20,의정부중학교2 특수학급 특수체육,2023-01-02,2023-04-01,2023-04-03,2023-12-18
기타,,경기도,경기도 화성시,화성시 서은정지도자 뉴스포츠교실 (5명),발달(지적/자폐)장애,10:00~11:00,,2023-01-25,2023-12-22,2023-01-25,2023-12-22
기타,기타,경기도,경기도 양주시,양주시 장대근 지도자 뉴스포츠 교실 12명,기타장애,매주 화 10:30~11:20,복지관 주간보호시설 뉴스포츠 교실,2023-01-01,2023-01-27,2023-02-07,2023-12-12
기타,뉴스포츠,경기도,경기도 양주시,양주시 유지민지도자 뉴스포츠교실 4명,발달(지적/자폐)장애,매주 목 10:00~10:40,양주시장애인종합복지관(기관/파랑새) 뉴스포츠특수체육교실,2023-01-01,2023-01-27,2023-02-09,2023-11-15
기타,뉴스포츠,경기도,경기도 양주시,양주시 유지민지도자 뉴스포츠교실 10명,발달(지적/자폐)장애,매주 목 10:40~11:20,양주시장애인종합복지관(기관/직업지원) 뉴스포츠특수체육교실,2023-01-01,2023-01-27,2023-02-09,2023-11-15
기타,뉴스포츠,경기도,경기도 양주시,양주시 유지민지도자 뉴스포츠교실 5명,기타장애,매주 수 09:10~09:50,율정초등학교 사랑반 특수학급 뉴스포츠 교실(특수체육),2023-02-01,2023-02-20,2023-04-05,2023-11-15
기타,,경기도,경기도 화성시,화성시 배용호지도자 뉴스포츠교실 (6명),기타장애,매주 월요일 13:40~15:30,,2023-01-02,2023-01-27,2023-03-23,2023-12-31
기타,뉴스포츠,경기도,경기도 고양시,고양시 최형구 지도자 뉴스포츠 교실 4명 (신일중),발달(지적/자폐)장애,매주 화요일 11:00~12:00,,2022-12-01,2022-12-31,2023-03-23,2023-12-28
기타,뉴스포츠,경기도,경기도 양주시,양주시 유지민지도자 뉴스포츠교실 4명,기타장애,매주 수 10:00~10:40,율정초등학교 소망반 특수체육뉴스포츠 교실,2023-02-01,2023-02-20,2023-04-05,2023-11-15
기타,뉴스포츠,경기도,경기도 화성시,화성시 이주희 지도자 뉴스포츠교실 11명,발달(지적/자폐)장애,매주 화요일 09:50~11:20,,2023-01-02,2023-01-27,2023-05-09,2023-12-26
기타,뉴스포츠,경기도,경기도 화성시,화성시 김미진지도자 뉴스포츠교실 (6명),발달(지적/자폐)장애,매주 월 09:50~10:50,,2023-01-02,2023-01-27,2023-03-20,2023-12-18
기타,뉴스포츠,경기도,경기도 화성시,화성시 이수정 지도자 뉴스포츠 교실 6명,발달(지적/자폐)장애,10:40~11:20,,2023-02-01,2023-12-19,2023-02-01,2023-12-19
기타,특수체육,경기도,경기도 양주시,양주시 유지민지도자 특수체육교실 3명,발달(지적/자폐)장애,매주 수 15:20~16:20,모집교실(청소년 통합체육교실) 청소년 특수체육교실,2023-03-20,2023-03-27,2023-04-12,2023-11-15
기타,특수체육,경기도,경기도 양주시,양주시 유지민지도자 특수체육교실 6명,기타장애,매주 수 13:20~14:00,율빛초등학교 저학년 특수학급 특수체육교실,2023-03-20,2023-03-27,2023-04-05,2023-11-15
기타,특수체육,경기도,경기도 양주시,양주시 유지민지도자 특수체육교실 6명,기타장애,매주 수 14:00~14:40,율빛초등학교 고학년 특수체육교실,2023-03-20,2023-03-27,2023-04-05,2023-11-15
기타,기타,경기도,경기도 양주시,양주시 장대근 지도자 특수체육 교실 8명,기타장애,매주 수 09:00~10:00,덕정초등학교 특수학급 특수체육교실,2023-02-01,2023-02-20,2023-03-15,2023-12-13
기타,뉴스포츠,경기도,경기도 화성시,화성시 이수정 지도자 뉴스포츠 교실 6명,발달(지적/자폐)장애,14:25~15:10,,2023-02-01,2023-12-20,2023-02-01,2023-12-20
기타,뉴스포츠,경기도,경기도 광주시,광주시 전지현 지도자 조이하트 뉴스포츠교실(12명),기타장애,매주 수 10:00-11:00,,2022-12-01,2023-12-30,2023-03-01,2023-12-30
기타,뉴스포츠,경기도,경기도 화성시,화성시 이수정 지도자 뉴스포츠 교실 10명,발달(지적/자폐)장애,9:50~11:20,,2023-02-01,2023-12-20,2023-02-01,2023-12-20
기타,뉴스포츠,경기도,경기도 광주시,광주시정영화지도자한사랑학교뉴스포츠교실2교시10명,발달(지적/자폐)장애,화 10:00~10:40,,2023-02-10,2023-03-25,2023-03-01,2023-12-31
기타,뉴스포츠,경기도,경기도 화성시,화성시 이수정 지도자 뉴스포츠 교실 10명,기타장애,13:20~14:00,,2023-02-01,2023-12-20,2023-02-01,2023-12-20
기타,뉴스포츠,경기도,경기도 화성시,화성시 원혜지 지도자 뉴스포츠 교실 13명,발달(지적/자폐)장애,매주 월 09:50~11:20,,2023-03-02,2023-12-31,2023-03-02,2023-12-31
기타,뉴스포츠,경기도,경기도 광주시,광주시 전지현 지도자 동산식품 뉴스포츠교실(8명),기타장애,매주 월 13:15-14:15,,2022-12-01,2023-12-30,2023-03-01,2023-12-30
기타,특수체육,경기도,경기도 양주시,양주시 장대근지도자 특수체육교실 7명,기타장애,매주 금 10:00~10:50,고암초등학교 특수학급 특수체육교실,2023-02-01,2023-02-20,2023-03-17,2023-12-15
기타,기타,경기도,경기도 양주시,양주시 장대근 지도자 뉴스포츠 교실 10명,기타장애,매주 목 10:00~10:40,옥빛초등학교 특수체육 뉴스포츠교실,2023-02-01,2023-02-20,2023-03-03,2023-12-15
기타,뉴스포츠,경기도,경기도 화성시,화성시 원혜지 지도자 뉴스포츠 교실 10명,발달(지적/자폐)장애,매주 월 14:50~16:40,,2023-03-02,2023-12-31,2023-03-02,2023-12-31
기타,뉴스포츠,경기도,경기도 광주시,광주시정영화지도자한사랑학교뉴스포츠교실3교시7명,발달(지적/자폐)장애,화 10:45~11:25,,2023-02-10,2023-03-25,2023-03-01,2023-12-31
기타,특수체육,경기도,경기도 양주시,양주시 장대근지도자 특수체육교실 6명,발달(지적/자폐)장애,매주 금 14:35~15:20,회천중학교 특수학급 특수체육뉴스포츠교실,2023-02-01,2023-02-20,2023-03-10,2023-12-15
기타,뉴스포츠,경기도,경기도 화성시,화성시 원혜지 지도자 뉴스포츠 교실 6명,발달(지적/자폐)장애,매주 화 09:50~11:20,,2023-03-02,2023-12-31,2023-03-02,2023-12-31
기타,뉴스포츠,경기도,경기도 화성시,화성시 김미진지도자 뉴스포츠교실 (8명),발달(지적/자폐)장애,매주 수 10:40~12:40,,2023-01-02,2023-01-27,2023-04-05,2023-12-20
기타,기타,경기도,경기도 양주시,양주시 장대근 지도자 e스포츠 교실 8명,기타장애,매주 목 11:00~11:45,옥빛중학교 e스포츠 교실,2023-02-01,2023-02-20,2023-03-23,2023-12-14
기타,,경기도,경기도 용인시,용인시 박공주지도자 생활체조  15명,발달(지적/자폐)장애,매주 금요일 10:00~11:00,,2023-10-31,2023-12-30,2023-03-30,2023-12-30
기타,뉴스포츠,경기도,경기도 화성시,화성시 이주희 지도자 뉴스포츠교실 3명,발달(지적/자폐)장애,매주 목요일 10:00~11:00,,2023-01-02,2023-01-27,2023-06-01,2023-12-28
기타,특수체육,경기도,경기도 고양시,고양시 최형구 지도자 특수체육 교실 11명 (홍애원),발달(지적/자폐)장애,매주 수요일 14:00~15:00,,2022-12-01,2022-12-31,2023-02-01,2023-06-30
기타,뉴스포츠,경기도,경기도 고양시,고양시 최형구 지도자 뉴스포츠 교실 10명 (일산동고),발달(지적/자폐)장애,매주 목요일 14:00~16:00,,2022-12-01,2022-12-31,2023-03-01,2024-01-31
기타,,경기도,경기도 용인시,용인시 박공주지도자 생활체조  20명,발달(지적/자폐)장애,목요일 15:00~16:00,,2023-10-31,2023-12-30,2023-03-30,2023-12-30
기타,뉴스포츠,경기도,경기도 화성시,화성시 김미진지도자 뉴스포츠교실 (6명),발달(지적/자폐)장애,매주 수 14:40~15:40,,2023-01-02,2023-01-27,2023-04-05,2023-12-20
기타,뉴스포츠,경기도,경기도 포천시,포천시 김민지 지도자 특수체육 교실(12명),기타장애,매주 월 10:00~11:20,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
기타,뉴스포츠,경기도,경기도 고양시,고양시 최형구 지도자 뉴스포츠 교실 5명 (도래울고),발달(지적/자폐)장애,매주 금요일 10:00~11:00,,2022-12-01,2022-12-31,2023-03-20,2023-12-29
기타,뉴스포츠,경기도,경기도 화성시,화성시 김미진지도자 뉴스포츠교실 (6명),뇌병변장애,매주 목 10:00~11:00,,2023-01-02,2023-01-27,2023-03-16,2023-12-21
기타,,경기도,경기도 용인시,용인시 박공주지도자 생활체조  2명,발달(지적/자폐)장애,목요일 10:00~11:00,,2023-10-31,2023-12-30,2023-03-30,2023-12-30
기타,뉴스포츠,경기도,경기도 화성시,화성시 김미진지도자 뉴스포츠교실 (8명),발달(지적/자폐)장애,매주 금 9:50~10:50,,2023-01-02,2023-01-27,2023-04-07,2023-12-22
기타,뉴스포츠,경기도,경기도 포천시,포천시 김민지 지도자 특수체육 교실(6명),발달(지적/자폐)장애,매주 수 09:50~10:30,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
